id,genres,production_companies,title,crew
712,"Comedy, Drama, Romance","Channel Four Films, PolyGram Filmed Entertainment, Working Title Films",Four Weddings and a Funeral,Mike Newell
16295,"Romance, Drama, Crime","Columbia Pictures Corporation, New Deal Productions",Higher Learning,John Singleton
10879,"Action, Comedy, Romance","Caravan Pictures, Touchstone Pictures",I Love Trouble,Charles Shyer
10660,"Comedy, Drama, Romance",TriStar Pictures,It Could Happen to You,Andrew Bergman
10714,"Adventure, Drama, Family",,The Jungle Book,Stephen Sommers
8587,"Family, Animation, Drama","Walt Disney Pictures, Walt Disney Feature Animation",The Lion King,"Roger Allers, Rob Minkoff"
1689,"Drama, History",Miramax Films,Little Buddha,Bernardo Bertolucci
11596,"Horror, Thriller, Mystery, Fantasy",New Line Cinema,New Nightmare,Wes Craven
854,"Romance, Comedy, Crime, Fantasy","New Line Cinema, Dark Horse Entertainment",The Mask,Chuck Russell
9359,"Action, Adventure, Comedy, Drama, Western","Icon Entertainment International, Warner Bros.",Maverick,Richard Donner
36593,"Comedy, Crime",Paramount Pictures,The Naked Gun 33⅓: The Final Insult,Peter Segal
12280,"Comedy, Drama","Imagine Entertainment, Universal Pictures",The Paper,Ron Howard
2788,Drama,"Universal Pictures, Jersey Films",Reality Bites,Ben Stiller
10427,"Crime, Drama, Thriller","Propaganda Films, PolyGram Filmed Entertainment",Red Rock West,John Dahl
11011,"Comedy, Family","Davis Entertainment, Silver Pictures, Warner Bros.",Ri¢hie Ri¢h,Donald Petrie
8987,"Action, Adventure, Crime, Thriller","Universal Pictures, David Foster Productions, Turman-Foster Company",The River Wild,Curtis Hanson
1637,"Action, Adventure, Crime",Twentieth Century Fox Film Corporation,Speed,Jan de Bont
15128,"Comedy, Romance",Metro-Goldwyn-Mayer (MGM),Speechless,Ron Underwood
8831,"Thriller, Science Fiction, Action, Crime","Universal Pictures, Renaissance Pictures, Dark Horse Entertainment, Largo Entertainment, Signature Pictures, JVC Entertainment Networks",Timecop,Peter Hyams
36955,"Action, Thriller","Twentieth Century Fox Film Corporation, Lightstorm Entertainment",True Lies,James Cameron
10449,"Drama, Romance",Touchstone Pictures,When a Man Loves a Woman,Luis Mandoki
10395,Fantasy,Columbia Pictures,Wolf,Mike Nichols
12160,"Drama, Action, Western","Tig Productions, Warner Bros., Kasdan Pictures, Paragon Entertainment Corp.",Wyatt Earp,Lawrence Kasdan
29444,"Comedy, Drama","Gramercy Pictures, PolyGram Filmed Entertainment",S.F.W.,Jefery Levy
26352,"Action, Comedy, Crime","Caravan Pictures, Hollywood Pictures",A Low Down Dirty Shame,Keenen Ivory Wayans
315,"Action, Crime",Eve Productions Inc.,"Faster, Pussycat! Kill! Kill!",Russ Meyer
11667,"Action, Adventure, Thriller","Universal Pictures, Capcom",Street Fighter,Steven E. de Souza
8011,"Action, Fantasy, Science Fiction","Trans-Film, Initial Groupe, Lumière Pictures, Fallingcloud",Highlander: The Final Dimension,Andrew Morahan
2654,"Horror, Mystery, Thriller",New Line Cinema,In the Mouth of Madness,John Carpenter
18069,"Drama, Romance",New Line Cinema,8 Seconds,John G. Avildsen
19092,"Crime, Drama",New Line Cinema,Above the Rim,Jeff Pollack
2758,"Comedy, Family, Fantasy","Paramount Pictures, Orion Pictures, Scott Rudin Productions",Addams Family Values,Barry Sonnenfeld
10436,"Drama, Romance",Columbia Pictures,The Age of Innocence,Martin Scorsese
13595,"Comedy, Crime, Music","Twentieth Century Fox Film Corporation, Island World, Robert Simonds Productions",Airheads,Michael Lehmann
46094,"Comedy, Family","Hollywood Pictures, PolyGram Filmed Entertainment, Interscope Communications, Nomura Babcock & Brown, NBB Unit One Film Partners, Longview Entertainment",The Air Up There,Paul Michael Glaser
9409,"Action, Comedy",Touchstone Pictures,Another Stakeout,John Badham
11853,"Action, Adventure, Comedy, Drama, Western","Twentieth Century Fox Film Corporation, Ruddy Morgan Organization, The",Bad Girls,Jonathan Kaplan
11041,Comedy,Twentieth Century Fox Film Corporation,The Beverly Hillbillies,Penelope Spheeris
306,"Action, Comedy, Crime","Paramount Pictures, Eddie Murphy Productions",Beverly Hills Cop III,John Landis
14522,"Action, Adventure, Drama, Family",Warner Bros.,Black Beauty,Caroline Thompson
26203,"Mystery, Crime, Drama, Thriller",New Line Cinema,Blink,Michael Apted
178,"Drama, Action, Thriller","Trilogy Entertainment Group, Metro-Goldwyn-Mayer (MGM)",Blown Away,Stephen Hopkins
19819,Drama,Paramount Pictures,Blue Chips,William Friedkin
57834,"Drama, Romance","Orion Pictures Corporation, Heathrow Productions",Blue Sky,Tony Richardson
4722,"Horror, Science Fiction, Thriller","Warner Bros., Dorset Productions, Robert H. Solo Productions",Body Snatchers,Abel Ferrara
18215,"Drama, Romance",Mainline Pictures,Boxing Helena,Jennifer Chambers Lynch
1607,"Drama, Crime","HBO Films, Savoy Pictures",A Bronx Tale,Robert De Niro
26391,Comedy,Touchstone Pictures,Cabin Boy,Adam Resnick
6075,"Action, Crime, Drama, Thriller","Universal Pictures, Epic Productions, Bregman/Baer Productions",Carlito's Way,Brian De Palma
11310,"Action, Comedy, Drama, Western","Columbia Pictures, Castle Rock Entertainment",City Slickers II: The Legend of Curly's Gold,Paul Weiland
18658,"Comedy, Thriller, Mystery",Metro-Goldwyn-Mayer (MGM),Clean Slate,Mick Jackson
9350,"Action, Adventure, Thriller","TriStar Pictures, Canal+, Carolco Pictures, RCS Video, Cliffhanger Productions, Pioneer",Cliffhanger,Renny Harlin
9612,"Comedy, Science Fiction, Family",Paramount Pictures,Coneheads,Steve Barron
2124,"Drama, Mystery, Romance, Thriller","Hollywood Pictures, Cinergi Pictures Entertainment",Color of Night,Richard Rush
26261,"Action, Comedy, Family",TriStar Pictures,Cops & Robbersons,Michael Ritchie
19176,"Western, Action, Comedy","Imagine Entertainment, Universal Pictures",The Cowboy Way,Gregg Champion
11566,Comedy,"Donner/Shuler-Donner Productions, Warner Bros., Northern Lights Entertainment",Dave,Ivan Reitman
9571,"Comedy, Drama","Gramercy Pictures, Alphaville Productions, The Criterion Collection",Dazed and Confused,Richard Linklater
9739,"Crime, Action, Science Fiction","Silver Pictures, Warner Bros.",Demolition Man,Marco Brambilla
34444,"Western, Drama, Comedy, Romance",Fine Line Features,Even Cowgirls Get the Blues,Gus Van Sant
26141,Comedy,Metro-Goldwyn-Mayer (MGM),Fatal Instinct,Carl Reiner
10997,Drama,"Beijing Film Studio, China Film Co-Production Corporation, Maverick Picture Company",Farewell My Concubine,Chen Kaige
10443,Drama,"Spring Creek Productions, Warner Bros.",Fearless,Peter Weir
16297,"Comedy, Drama","Spring Creek Productions, Warner Bros.",With Honors,Alek Keshishian
18551,"Drama, Mystery, Romance","Paramount Pictures, Spring Creek Productions, Mirage",Flesh and Bone,Steve Kloves
9024,"Comedy, Romance","Universal Studios, Imagine Entertainment",For Love or Money,Barry Sonnenfeld
37233,"Drama, Mystery, Thriller","Paramount Pictures, Mirage Enterprises, Davis Entertainment",The Firm,Sydney Pollack
1634,"Family, Adventure","Canal Plus, Regency Enterprises, Alcor Films, Warner Bros., Donner/Shuler-Donner Productions",Free Willy,Simon Wincer
13815,"Crime, Drama, Thriller",Miramax Films,Fresh,Boaz Yakin
5503,"Adventure, Action, Thriller, Crime, Mystery",Warner Bros.,The Fugitive,Andrew Davis
35588,"History, Action, Drama, Western",Columbia Pictures,Geronimo: An American Legend,Walter Hill
2087,"Drama, Action, Thriller","Universal Pictures, Largo Entertainment",The Getaway,Roger Donaldson
41579,"Family, Comedy, Crime",Metro-Goldwyn-Mayer (MGM),Getting Even with Dad,Howard Deutch
4916,"Drama, Thriller",Hollywood Pictures,Guilty as Sin,Sidney Lumet
2019,"Action, Adventure, Crime, Thriller","Universal Pictures, Renaissance Pictures, Alphaville Films",Hard Target,John Woo
31642,"History, War, Action, Drama","Regency Enterprises, Warner Bros.",Heaven & Earth,Oliver Stone
9255,"Action, Comedy, War","Twentieth Century Fox Film Corporation, Sidley Wright & Associates",Hot Shots! Part Deux,Jim Abrahams
10612,"Drama, Comedy, Romance","Miramax Films, Parallax Pictures",The Englishman Who Went Up a Hill But Came Down a Mountain,Christopher Monger
2259,"Romance, Drama","Det Danske Filminstitut, Spring Creek Productions, Eurimages, Costa do Castelo Filmes, Neue Constantin Film, House of Spirits Film",The House of the Spirits,Bille August
11934,"Comedy, Drama","PolyGram Filmed Entertainment, Silver Pictures, Warner Bros., Working Title Films, PolyGram Filmproduktion",The Hudsucker Proxy,Joel Coen
12475,Comedy,Hollywood Pictures,In the Army Now,"Daniel Petrie, Jr."
9386,"Action, Drama, Thriller, Crime, Mystery","Castle Rock Entertainment, Columbia Pictures Corporation",In the Line of Fire,Wolfgang Petersen
7984,Drama,"Universal Pictures, Hell's Kitchen Films",In the Name of the Father,Jim Sheridan
15765,"Drama, Music",Touchstone Pictures,What's Love Got to Do with It,Brian Gibson
6,"Action, Thriller, Crime","Universal Pictures, Largo Entertainment, JVC Entertainment Networks",Judgment Night,Stephen Hopkins
329,"Adventure, Science Fiction","Universal Pictures, Amblin Entertainment",Jurassic Park,Steven Spielberg
10909,"Thriller, Crime","Propaganda Films, Kouf/Bigelow Productions",Kalifornia,Dominic Sena
507,"Action, Crime, Drama, Thriller",Live Entertainment,Killing Zoe,Roger Avary
34024,Drama,Gramercy Pictures,King of the Hill,Steven Soderbergh
29918,"Action, Adventure, Drama, Family",Paramount Pictures,Lassie,Daniel Petrie
9593,"Adventure, Fantasy, Action, Comedy, Family","Columbia Pictures Corporation, Oak Productions",Last Action Hero,John McTiernan
42580,"Comedy, Family",Touchstone Pictures,Life With Mikey,James Lapine
22317,"Action, Comedy, Western",Savoy Pictures,Lightning Jack,"Simon Wincer, Paul Hogan, Greg Coote"
1413,"Drama, Romance","Geffen Pictures, Warner Bros.",M. Butterfly,David Cronenberg
12121,Comedy,"Regency Enterprises, Warner Bros.",Made in America,Richard Benjamin
2246,"Drama, Crime","Columbia Pictures, New Line Cinema, Castle Rock Entertainment, Nelvana Limited",Malice,Harold Becker
10502,Drama,"Icon Entertainment International, Warner Bros.",The Man without a Face,Mel Gibson
10440,"Comedy, Mystery",TriStar Pictures,Manhattan Murder Mystery,Woody Allen
9516,"Drama, Action, Crime",New Line Cinema,Menace II Society,"Albert Hughes, Allen Hughes"
2320,"Action, Adventure, Drama, Thriller","Silver Pictures, Warner Bros.",Executive Decision,Stuart Baird
5879,"Drama, Romance","Argos Films, Oshima Productions, Shibata Organisation",In the Realm of the Senses,Nagisa Ōshima
11971,"Drama, Comedy, Romance","Renaissance Films, American Playhouse Theatrical Films",Much Ado About Nothing,Kenneth Branagh
2625,"Drama, Romance","TriStar Pictures, Rastar Films",Mr. Jones,Mike Figgis
788,"Comedy, Drama, Family","Twentieth Century Fox Film Corporation, Blue Wolf",Mrs. Doubtfire,Chris Columbus
21450,"Comedy, Drama","Thin Man Films, The Criterion Collection",Naked,Mike Leigh
11231,Adventure,Columbia Pictures Corporation,The Next Karate Kid,Christopher Cain
10447,"Action, Drama, Science Fiction, Thriller","Columbia Pictures Corporation, Pacific Western, Allied Filmmakers, Platinum Pictures",No Escape,Martin Campbell
31586,"Comedy, Drama, Family, Fantasy, Science Fiction","Columbia Pictures, New Line Cinema, Castle Rock Entertainment",North,Rob Reiner
9300,"Romance, Drama, Fantasy","Mikado Film, Lenfilm Studio, Adventure Pictures",Orlando,Sally Potter
9559,"Crime, Drama, Thriller","Malpaso Productions, Warner Bros.",A Perfect World,Clint Eastwood
9800,Drama,"TriStar Pictures, Clinica Estetico",Philadelphia,Jonathan Demme
713,"Drama, Romance","New South Wales Film & Television Office, The Australian Film Commission, CiBy 2000, Jan Chapman Productions",The Piano,Jane Campion
8291,"Drama, Romance",Columbia Pictures,Poetic Justice,John Singleton
18133,Drama,Touchstone Pictures,The Program,David S. Ward
25557,"Horror, Science Fiction, Thriller",Hollywood Pictures,The Puppet Masters,Stuart Orme
10872,Comedy,"Touchstone Pictures, Don Simpson/Jerry Bruckheimer Films",The Ref,Ted Demme
1245,"Drama, Romance","Columbia Pictures, Merchant Ivory Productions",The Remains of the Day,James Ivory
11858,"Comedy, War","Cinergi Pictures Entertainment, Touchstone Pictures",Renaissance Man,Penny Marshall
7007,"Action, Drama, Thriller","Twentieth Century Fox Film Corporation, Walrus & Associates",Rising Sun,Philip Kaufman
10467,"Comedy, Romance","Columbia Pictures, Beacon Pictures",The Road to Wellville,Alan Parker
5550,"Action, Adventure, Crime, Science Fiction, Thriller",Orion Pictures,RoboCop 3,Fred Dekker
8005,Comedy,"Gaumont, Twentieth Century Fox Film Corporation, Brooksfilms",Robin Hood: Men in Tights,Mel Brooks
2088,"Action, Crime, Drama, Thriller","Working Title Films, Polygram Filmed Entertainment, Hilary Henkin",Romeo Is Bleeding,Peter Medak
10412,"Action, Drama, Thriller","The Australian Film Commission, Film Victoria, Seon Film Productions, Romper Stomper Pty. Ltd.",Romper Stomper,Geoffrey Wright
14534,Drama,TriStar Pictures,Rudy,David Anspaugh
424,"Drama, History, War","Universal Pictures, Amblin Entertainment",Schindler's List,Steven Spielberg
35233,"Comedy, Drama","Twentieth Century Fox Film Corporation, Santo Domingo Film & Music Video",The Scout,Michael Ritchie
14291,Drama,Mirage Enterprises,Searching for Bobby Fischer,Steven Zaillian
11236,"Drama, Family, Fantasy","American Zoetrope, Warner Bros.",The Secret Garden,Agnieszka Holland
11592,"Comedy, Crime, Horror, Thriller","Savoy Pictures, Polar Entertainment",Serial Mom,John Waters
8850,"Adventure, Fantasy, Action, Thriller, Science Fiction",Universal Pictures,The Shadow,Russell Mulcahy
10445,"Drama, Romance","Shadowlands Productions, Savoy Pictures",Shadowlands,Richard Attenborough
695,"Comedy, Drama","Fine Line Features, Spelling Entertainment, Avenue Entertainment",Short Cuts,Robert Altman
43535,"Drama, Family",Touchstone Pictures,A Simple Twist of Fate,Gillies MacKinnon
12519,"Comedy, Drama","Miramax Films, Sarah Radclyffe Productions - Sirens Limited, British Screen Finance Ltd, Samson Productions II",Sirens,John Duigan
23210,"Mystery, Drama, Comedy","Metro-Goldwyn-Mayer (MGM), New Regency Pictures, Maiden Movies",Six Degrees of Separation,Fred Schepisi
858,"Comedy, Drama, Romance",TriStar Pictures,Sleepless in Seattle,Nora Ephron
867,"Drama, Thriller","Paramount Pictures, Robert Evans Company",Sliver,Phillip Noyce
78,"Science Fiction, Drama, Thriller","Shaw Brothers, Warner Bros., The Ladd Company",Blade Runner,Ridley Scott
13203,"Comedy, Drama, Romance",Hollywood Pictures,Son in Law,Steve Rash
10442,"Comedy, Crime, Romance",TriStar Pictures,So I Married an Axe Murderer,Thomas Schlamme
11074,"Crime, Action, Mystery, Thriller","Columbia Pictures Industries, Columbia Films S.A.",Striking Distance,Rowdy Herrington
17585,"Action, Adventure, Thriller, Crime",New Line Cinema,Surviving the Game,Ernest R. Dickerson
9057,"Action, Thriller","Hollywood Pictures, PolyGram Filmed Entertainment, Interscope Communications, Nomura Babcock & Brown",Terminal Velocity,Deran Sarafian
10635,"Comedy, Drama, Family, Romance","TriStar Pictures, Motion Picture Corporation of America (MPCA)",Threesome,Andrew Fleming
9479,"Fantasy, Animation, Family","Tim Burton Productions, Skellington Productions Inc., Touchstone Pictures",The Nightmare Before Christmas,Henry Selick
10057,"Action, Adventure, Comedy","Walt Disney Pictures, Caravan Pictures",The Three Musketeers,Stephen Herek
11969,"Action, Adventure, Drama, History, Western","Hollywood Pictures, Cinergi Pictures Entertainment",Tombstone,George P. Cosmatos
319,"Action, Thriller, Crime, Romance","Davis-Films, August Entertainment, Warner Bros., Morgan Creek Productions",True Romance,Tony Scott
15139,"Fantasy, Science Fiction, Family, Animation","Twentieth Century Fox Film Corporation, Turner Pictures (I)",The Pagemaster,"Joe Johnston, Pixote Hunt, Maurice Hunt"
11446,"Comedy, Drama",,Welcome to the Dollhouse,Todd Solondz
51980,"Drama, Romance","Renn Productions, France 2 Cinéma, DD Productions",Germinal,Claude Berri
24405,"Comedy, Romance","Warner Bros., Morgan Creek Productions",Chasers,Dennis Hopper
11655,"Drama, Horror, Thriller",CNCAIMC,Cronos,Guillermo del Toro
8223,"Comedy, Drama","CiBy 2000, El Deseo S.A.",Kika,Pedro Almodóvar
23637,"Comedy, Foreign",,"Ciao, Professore!",Lina Wertmüller
17600,"Comedy, Drama","Fine Line Features, Swelter Films, Buckeye Films",Spanking the Monkey,David O. Russell
10897,"Romance, Comedy, Family","Universal Pictures, Amblin Entertainment, King World Entertainment",The Little Rascals,Penelope Spheeris
21352,"Drama, Family, Adventure",Paramount Pictures,Andre,George T. Miller
32562,"History, Documentary","Sony Pictures Classics, Channel Four Films, Arte, Brillstein-Grey Entertainment, Home Box Office (HBO), Columbia Pictures Television, Zweites Deutsches Fernsehen (ZDF), Telling Pictures",The Celluloid Closet,"Rob Epstein, Jeffrey Friedman"
25403,"Comedy, Drama","Sacher Film, La Sept Cinéma, Banfilm",Dear Diary,Nanni Moretti
9066,Comedy,Paramount Pictures,The Brady Bunch Movie,Betty Thomas
771,"Comedy, Family","Twentieth Century Fox Film Corporation, Hughes Entertainment",Home Alone,Chris Columbus
251,"Fantasy, Drama, Thriller, Mystery, Romance",Paramount Pictures,Ghost,Jerry Zucker
812,"Animation, Family, Comedy, Adventure, Fantasy, Romance",Walt Disney Pictures,Aladdin,"Ron Clements, John Musker"
280,"Action, Thriller, Science Fiction","Lightstorm Entertainment, Pacific Western, Canal+, Carolco Pictures, T2 Productions",Terminator 2: Judgment Day,James Cameron
